ds,pm10,pm25,pm1,year,dayofyear,Julian,temp_max,temp_min,temp_sred,max-min_temp,tlak_max,tlak_min,tlak_sred,max-min_tlak,rv_max,rv_min,rv_sred,max-min_rv,m/s,l/m2,E_0,E_C,E_E,E_ENE,E_ESE,E_N,E_NE,E_NEE,E_NNE,E_NNW,E_NW,E_S,E_SE,E_SSE,E_SSW,E_SW,E_W,E_WNW,E_WSW,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,month_Apr,month_Aug,month_Dec,month_Feb,month_Jan,month_Jul,month_Jun,month_Mar,month_May,month_Nov,month_Oct,month_Sep,season_fall,season_spring,season_summer,season_winter,trend,weekly,yearly
2017-12-11,15.35213798,10.367,11.3836478,2017,316,2458069,15.6,5.0,11.0,10.6,993.9,984.4,989.4,9.5,81,61,73,20,0.978492904,8.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14.031953515565897,0.6744763141051792,7.6151989294000995
2017-12-12,15.01362398,13.688,10.46321526,2017,346,2458099,16.9,8.4,11.1,8.5,998.9,987.8,993.7,11.1,95,50,77,45,1.527453913,20.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.027942907750552,-0.281097665638574,8.20129217644897
2017-12-13,16.30592943,15.175,10.63500728,2017,347,2458100,8.7,1.8,3.4,6.9,1005.4,1000.0,1003.1,5.4,95,82,87,13,1.74997727,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.023932299935206,0.1558412202541945,8.762832572735558
2017-12-14,19.1774576,16.956,13.17709283,2017,348,2458101,13.9,1.5,7.9,12.4,991.6,989.4,990.3,2.2,96,56,82,40,1.427056533,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.01992169211986,0.15324078326999338,9.289130142161246
2017-12-15,11.67843563,10.186,8.860759494,2017,349,2458102,14.0,2.7,7.4,11.3,985.9,984.1,985.0,1.8,92,64,79,28,0.347209259,29.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.015911084304514,-0.24381333795512827,9.77025144005956
2017-12-16,26.42261689,24.578,16.94792234,2017,350,2458103,5.9,2.2,3.6,3.7,997.9,988.9,993.6,9.0,95,79,89,16,0.932983931,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.011900476489169,-0.33080595607427676,10.1972785502843
2017-12-17,28.34475298,26.827,20.90777838,2017,351,2458104,6.6,0.8,2.4,5.8,1006.8,1001.8,1004.1,5.0,91,70,84,21,0.921698267,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.007889868673823,-0.12784135795899781,10.562541479932317
2017-12-18,30.32139578,28.032,21.95077149,2017,352,2458105,4.6,-3.0,-0.1,7.6,1011.8,1008.3,1009.5,3.5,96,62,83,34,0.424288611,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.003879260858477,0.6744763141050537,10.859817587808806
2017-12-19,44.51019665,41.689,32.04077917,2017,353,2458106,3.0,-4.7,-1.8,7.7,1017.0,1015.5,1016.5,1.5,94,60,81,34,1.110038018,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.999868653043132,-0.2810976656394322,11.084492595462807
2017-12-20,72.77567226,65.882,50.32490975,2017,354,2458107,1.5,-3.4,-0.2,4.9,1018.3,1017.2,1017.9,1.1,92,83,89,9,0.588472861,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.995858045227786,0.15584122025263494,11.233678794307737
2017-12-21,43.72144032,39.536,31.78910819,2017,355,2458108,6.3,0.1,2.5,6.2,1018.7,1015.8,1017.2,2.9,89,54,73,35,1.0667794,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.99184743741244,0.15324078326848545,11.306287248790937
2017-12-22,40.2022756,35.583,26.07988433,2017,356,2458109,8.1,-2.7,1.8,10.8,1016.1,1014.1,1015.0,2.0,96,53,79,43,0.590385557,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.987836829597095,-0.24381333795673085,11.303052070080863
2017-12-23,46.33550489,43.234,34.77474217,2017,357,2458110,8.5,-2.8,3.8,11.3,1014.8,1011.6,1013.4,3.2,96,60,78,36,1.634646836,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.983826221781749,-0.33080595607419294,11.226506161261682
2017-12-24,100.8773517,92.833,68.68549701,2017,358,2458111,12.9,-1.6,3.0,14.5,1010.0,1008.9,1009.3,1.1,98,50,80,48,0.554334361,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.979815613966403,-0.12784135795870227,11.080909175934423
2017-12-25,49.33720719,36.412,33.35453389,2017,359,2458112,10.7,-3.0,4.8,13.7,1008.9,1005.8,1007.3,3.1,97,54,76,43,0.833333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.975805006151058,0.6744763141049283,10.872129749684326
2017-12-26,17.86377134,13.054,6.309060589,2017,360,2458113,13.5,0.9,9.7,12.6,1000.9,996.3,998.2,4.6,74,58,69,16,3.285665258,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.971794398335712,-0.28109766563879374,10.607485320855103
2017-12-27,16.87786961,11.971,7.738314317,2017,361,2458114,13.9,0.6,9.5,13.3,989.3,976.0,982.8,13.3,95,55,69,40,1.224453743,2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.967783790520366,0.15584122025333652,10.295544018256761
2017-12-28,16.12292718,16.213,7.082433405,2017,362,2458115,13.3,3.4,5.4,9.9,983.8,974.5,977.9,9.3,96,91,93,5,0.989173733,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.96377318270502,0.15324078326898238,9.945894126230089
2017-12-29,30.61187545,25.326,11.62811388,2017,363,2458116,7.2,-1.4,1.6,8.6,998.6,993.1,996.1,5.5,97,60,83,37,0.357591784,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.959762574889673,-0.2438133379556751,9.56888751326525
2017-12-30,24.48627023,11.222,11.62811388,2017,364,2458117,6.9,-2.4,1.5,9.3,1000.2,998.8,999.4,1.4,95,63,83,32,0.885721341,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.95575196707433,-0.33080595607573715,9.175364104691274
2017-12-31,26.79116538,12.267,11.62811388,2017,365,2458118,12.0,-0.1,8.7,12.1,1001.6,1000.3,1000.8,1.3,74,53,66,21,1.406807531,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.951741359258982,-0.1278413579584067,8.776364974135463
2018-01-01,13.88530334,13.11082427,8.281077093,2018,1,2458119,12.4,6.6,8.7,5.8,995.7,993.1,994.6,2.6,84,72,76,12,0.833284257,14.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.947730751443638,0.6744763141046783,8.382841908876014
2018-01-02,16.69992743,12.9424578,7.563101507,2018,32,2458150,13.6,5.7,9.3,7.9,992.6,989.8,991.3,2.8,78,60,71,18,1.469963851,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.94372014362829,-0.28109766563888033,8.005371364147182
2018-01-03,78.52428964,74.61044913,52.8964253,2018,60,2458178,-5.0,-14.6,-7.2,9.6,1004.8,995.6,1000.0,9.2,84,80,82,4,0.377714225,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.939709535812947,0.15584122025324987,7.653880559755017
2018-01-04,5.390368479,4.301270417,3.851067713,2018,91,2458209,16.5,6.4,11.2,10.1,993.6,985.8,989.5,7.8,85,27,59,58,2.437028481,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.9356989279976,0.15324078326938026,7.3373930947426125
2018-01-05,18.16957068,10.7579023,7.408405172,2018,121,2458239,22.9,8.9,18.0,14.0,997.1,996.4,996.8,0.7,70,40,57,30,0.903666616,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13.931688320182255,-0.24381333795658064,7.063800873770238
2018-01-06,18.91672675,13.3585722,9.231878832,2018,152,2458270,30.3,17.2,22.6,13.1,1002.0,999.4,1000.8,2.6,85,46,70,39,1.098249239,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.927677712366908,-0.3308059560735749,6.839668369807137
2018-01-07,10.95307121,6.899350649,5.968671228,2018,182,2458300,22.1,15.0,19.1,7.1,1002.2,1001.6,1002.0,0.6,67,43,54,24,0.279052115,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13.923667104551564,-0.1278413579585621,6.670074314276566
2018-01-08,18.67893882,12.97599711,8.373939722,2018,213,2458331,32.5,19.8,26.8,12.7,1000.7,999.9,1000.3,0.8,74,42,61,32,1.257523758,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.919656496736215,0.6744763141051008,6.558494835147996
2018-01-09,16.67879891,11.02820746,7.799417546,2018,244,2458362,21.7,17.7,19.7,4.0,1002.3,999.9,1001.2,2.4,85,80,83,5,1.389778897,13.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13.91564588892087,-0.28109766563973854,6.506730886681439
2018-01-10,25.82019213,20.06777798,17.13395639,2018,274,2458392,17.7,3.3,12.2,14.4,998.1,995.0,996.8,3.1,90,40,67,50,0.358706466,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13.911635281105523,0.1558412202531632,6.514881565430564
2018-01-11,32.67138194,19.52967114,9.93201029,2018,305,2458423,17.9,7.5,13.4,10.4,1006.8,1003.8,1005.4,3.0,96,53,81,43,0.554334361,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13.90762467329018,0.15324078326977808,6.581363621503309
2018-01-12,70.37746171,65.59080963,42.46625319,2018,335,2458453,2.1,-3.4,-0.4,5.5,1007.4,1005.8,1006.5,1.6,88,73,82,15,0.587759823,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.903614065474832,-0.24381333795748616,6.702976188610028
2018-01-13,23.40946166,22.2765996,16.2164612,2018,13,2458131,5.5,3.4,4.2,2.1,1009.4,1008.5,1008.9,0.9,88,86,87,2,3.697876828,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.899603457659488,-0.3308059560751191,6.875008507507326
2018-01-14,25.86889969,24.22522523,14.41961067,2018,14,2458132,3.5,0.1,0.7,3.4,1011.6,1009.0,1010.1,2.6,85,77,81,8,2.96819202,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.89559284984414,-0.12784135795826648,7.091387240310396
2018-01-15,40.65010957,34.84931507,23.57508221,2018,15,2458133,1.0,-1.3,0.2,2.3,1011.0,1006.0,1008.9,5.0,89,81,86,8,1.10299046,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.891582242028797,0.674476314104851,7.344858900774842
2018-01-16,20.72991359,15.84365889,13.1881152,2018,16,2458134,10.0,-0.6,6.7,10.6,995.7,986.9,990.7,8.8,93,67,76,26,1.401697224,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.88757163421345,-0.2810976656390766,7.627201987676273
2018-01-17,17.81934307,14.69622332,7.545620438,2018,17,2458135,9.7,3.2,6.2,6.5,992.5,980.9,986.0,11.6,87,30,67,57,1.311138488,2.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.883561026398104,0.15584122025307656,7.929462630856228
2018-01-18,19.28442029,14.81884058,7.860894765,2018,18,2458136,9.7,-2.5,5.1,12.2,998.1,992.7,995.8,5.4,83,46,60,37,1.341703871,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.879550418582758,0.15324078326836926,8.242206963042491
2018-01-19,12.49316068,11.42206016,7.266593727,2018,19,2458137,9.5,2.0,4.5,7.5,999.7,992.4,995.3,7.3,93,80,88,13,1.881212568,12.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.875539810767412,-0.24381333795712748,8.555783031168275
2018-01-20,23.32242226,21.58574286,14.30520189,2018,20,2458138,2.8,-2.3,0.4,5.1,999.1,993.3,996.8,5.8,97,91,95,6,1.095225648,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.871529202952066,-0.3308059560762131,8.860584868308374
2018-01-21,20.63879841,16.19323322,14.86877828,2018,21,2458139,9.4,0.0,3.9,9.4,1000.0,986.5,992.4,13.5,95,56,75,39,1.784382942,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.86751859513672,-0.12784135795797097,9.147311365633826
2018-01-22,30.63926941,27.3857404,20.47488584,2018,22,2458140,4.7,-3.5,1.7,8.2,1002.3,999.1,1000.5,3.2,94,56,75,38,0.56792907,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.863507987321375,0.6744763141047255,9.40721281068545
2018-01-23,43.68594436,33.25406987,29.18038785,2018,23,2458141,8.4,-1.0,2.2,9.4,1014.5,1005.0,1010.0,9.5,89,50,73,39,0.300049094,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.85949737950603,-0.2810976656384148,9.632318385688572
2018-01-24,37.37382841,34.21953857,23.5712998,2018,24,2458142,8.7,-2.3,2.8,11.0,1015.4,1013.6,1014.6,1.8,98,62,82,36,1.178306756,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.855486771690684,0.15584122025377814,9.815638533784607
2018-01-25,29.24613987,19.88553779,17.29651163,2018,25,2458143,12.7,-2.1,6.4,14.8,1010.0,1006.3,1007.9,3.7,96,57,76,39,1.17240058,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.851476163875338,0.1532407832706728,9.951336882651963
2018-01-26,24.57565908,21.03647526,12.84088857,2018,26,2458144,14.0,0.5,7.8,13.5,1007.5,1005.0,1005.9,2.5,95,51,72,44,1.466730803,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.847465556059992,-0.24381333795480775,10.034867340415271
2018-01-27,50.44496912,45.56847076,8.873751135,2018,27,2458145,9.3,0.0,4.4,9.3,1018.8,1011.3,1014.9,7.5,95,68,83,27,1.473915367,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.843454948244647,-0.3308059560740509,10.063073019962156
2018-01-28,50.19920319,42.95672642,19.98370156,2018,28,2458146,5.1,3.5,4.2,1.6,1019.6,1017.9,1018.8,1.7,92,84,88,8,1.206772268,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.839444340429301,-0.12784135795767534,10.03424477405383
2018-01-29,46.35859519,40.10532151,29.71175166,2018,29,2458147,8.6,1.0,2.8,7.6,1016.4,1009.5,1013.2,6.9,98,76,90,22,1.098249239,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.835433732613955,0.6744763141050235,9.948138301590733
2018-01-30,38.30645161,31.57610651,22.85894207,2018,30,2458148,14.6,-1.0,7.4,15.6,1011.7,1009.7,1010.9,2.0,93,55,75,38,1.04906087,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.83142312479861,-0.28109766563852473,9.805949980756614
2018-01-31,27.36697248,24.78444322,17.83159053,2018,31,2458149,7.8,-0.5,5.3,8.3,1008.1,999.8,1004.2,8.3,96,76,84,20,1.000918538,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.827412516983264,0.1558412202551644,9.610252762743576
2018-02-01,25.60377701,20.32697548,15.16527425,2018,2,2458120,7.8,1.4,3.7,6.4,999.3,993.4,996.3,5.9,95,79,89,16,0.883873105,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.823401909167918,0.15324078326916493,9.364894586579819
2018-02-02,22.45747376,18.36107091,14.31674208,2018,33,2458151,8.5,1.4,2.9,7.1,993.3,991.2,992.1,2.1,94,88,90,6,1.576324971,19.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.819391301352573,-0.24381333795571328,9.07486281889073
2018-02-03,90.05278486,81.41947225,58.87331635,2018,61,2458179,-3.2,-7.1,-4.4,3.9,988.7,983.6,985.6,5.1,91,82,87,9,1.162127842,6.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.815380693537225,-0.330805956075595,8.746119152990607
2018-02-04,12.40730693,8.093687828,6.095134744,2018,92,2458210,18.4,1.8,12.2,16.6,999.7,998.9,999.4,0.8,86,33,56,53,1.603388045,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.811370085721881,-0.1278413579578308,8.385410193307932
2018-02-05,20.78313253,10.66277159,7.468955442,2018,122,2458240,27.2,13.3,19.2,13.9,995.5,993.0,993.9,2.5,85,47,69,38,1.244452423,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13.807359477906534,0.6744763141048981,8.000059582308948
2018-02-06,18.2146161,9.955588453,6.200259115,2018,153,2458271,28.9,14.8,23.2,14.1,1002.8,1000.6,1001.4,2.2,76,47,66,29,1.128093164,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.80334887009119,-0.281097665639383,7.597747980761639
2018-02-07,17.15462031,12.11288254,8.980003669,2018,183,2458301,24.2,15.5,20.7,8.7,1002.4,999.7,1000.8,2.7,74,48,59,26,0.833284234,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13.799338262275842,0.15584122025360483,7.186287476999597
2018-02-08,15.47134935,11.06080207,9.271584396,2018,214,2458332,30.5,21.7,25.2,8.8,1003.2,1001.6,1002.6,1.6,81,52,71,29,1.406532988,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.795327654460499,0.1532407832695628,6.773397070778618
2018-02-09,13.0215959,7.503660322,6.890556369,2018,245,2458363,22.5,16.7,19.3,5.8,1003.2,1001.5,1002.5,1.7,93,72,84,21,0.8643403,5.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13.791317046645151,-0.24381333795535465,6.366485752215889
2018-02-10,16.40667513,10.63500728,8.662420382,2018,275,2458393,13.9,7.0,9.4,6.9,1007.6,1003.5,1005.7,4.1,93,60,81,33,0.60222533,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13.787306438829807,-0.33080595607506086,5.97244938185739
2018-02-11,35.20130577,25.19777059,12.09314871,2018,306,2458424,16.3,10.8,14.6,5.5,1005.9,1004.5,1005.4,1.4,98,88,93,10,0.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13.78329583101446,-0.1278413579585079,5.597487084955815
2018-02-12,71.75253991,65.20319303,43.11502177,2018,336,2458454,5.3,-2.2,2.3,7.5,1004.8,999.5,1001.8,5.3,92,68,82,24,0.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.779285223199116,0.6744763141050717,5.2469422180583
2018-02-13,17.12217195,15.12217195,8.082910934,2018,44,2458162,2.7,0.2,1.8,2.5,999.1,997.4,998.0,1.7,83,75,80,8,3.233333333,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.775274615383768,-0.28109766563874455,4.92517216966099
2018-02-14,28.94215174,25.29284556,15.82552271,2018,45,2458163,5.4,0.0,1.6,5.4,1003.9,997.6,1000.6,6.3,84,60,73,24,0.710787297,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.771264007568425,0.1558412202543064,4.635450343958067
2018-02-15,43.00331858,37.5483871,24.80641593,2018,46,2458164,6.0,-4.5,-0.6,10.5,1010.0,1007.1,1008.4,2.9,92,46,76,46,0.558684301,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.767253399753077,0.15324078327005974,4.379902675632703
2018-02-16,36.27663416,32.81870711,26.80570603,2018,47,2458165,5.9,-3.8,2.4,9.7,1012.9,1009.4,1010.6,3.5,93,58,72,35,0.558684301,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.763242791937733,-0.24381333795626012,4.159479964695729
2018-02-17,47.96792418,42.08751139,27.36726875,2018,48,2458166,7.0,-1.7,3.5,8.7,1011.1,1003.4,1006.8,7.7,98,68,84,30,0.703988942,8.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.759232184122386,-0.33080595607452684,3.973966235473037
